year,region,comp,compcode,place,group,university,score,award,gender
2015,mid-atlantic,Quarterfinal,4,3,Stockapella,STOCKTON UNIVERSITY,293,1,coed
2013,northeast,Quarterfinal,1,2,Ramifications,SUFFOLK UNIVERSITY,326,1,coed
2011,northeast,Quarterfinal,4,3,Ramifications,SUFFOLK UNIVERSITY,320,2,coed
2007,new england,Semifinal,1,3,Ramifications,SUFFOLK UNIVERSITY,339,0,coed
2007,new england,Quarterfinal,3,3,Ramifications,SUFFOLK UNIVERSITY,302,1,coed
2012,northeast,Quarterfinal,1,3,Serendipity,SUNY AT ALBANY,315,1,female
2007,northeast,Quarterfinal,3,2,Earth Tones,SUNY AT ALBANY,331,0,male
2006,northeast,Quarterfinal,1,3,Serendipity,SUNY AT ALBANY,236,0,female
2006,northeast,Quarterfinal,1,2,Earth Tones,SUNY AT ALBANY,262,1,male
2011,mid-atlantic,Quarterfinal,3,2,Crosby's,BINGHAMTON UNIVERSITY,374,1,male
2010,mid-atlantic,Quarterfinal,2,2,Kaskeset,BINGHAMTON UNIVERSITY,356,1,coed
2009,mid-atlantic,Semifinal,1,2,Rhythm Method,BINGHAMTON UNIVERSITY,351,0,coed
2009,mid-atlantic,Quarterfinal,4,2,Rhythm Method,BINGHAMTON UNIVERSITY,362,1,coed
2007,northeast,Semifinal,1,1,Crosby’s,BINGHAMTON UNIVERSITY,367,1,male
2007,northeast,Quarterfinal,3,1,Crosby’s,BINGHAMTON UNIVERSITY,NA,1,male
2017,central,Quarterfinal,2,2,Buffalo Chips,UNIVERSITY AT BUFFALO,359,1,male
2016,central,Quarterfinal,4,3,Buffalo Chips,UNIVERSITY AT BUFFALO,379,1,male
2011,mid-atlantic,Semifinal,1,1,Buffalo Chips,UNIVERSITY AT BUFFALO,389,0,male
2011,mid-atlantic,Quarterfinal,4,1,Buffalo Chips,UNIVERSITY AT BUFFALO,396,3,male
2010,mid-atlantic,Semifinal,1,1,Buffalo Chips,UNIVERSITY AT BUFFALO,380,1,male
2010,mid-atlantic,Quarterfinal,3,2,Buffalo Chips,UNIVERSITY AT BUFFALO,345,3,male
2007,mid-atlantic,Quarterfinal,2,2,Buffalo Chips,UNIVERSITY AT BUFFALO,383,2,male
2006,northeast,Quarterfinal,2,3,Royal Pitches,UNIVERSITY AT BUFFALO,317,1,female
2014,northeast,Quarterfinal,1,1,Absolut A Cappella,STATE UNIVERSITY OF NEW YORK AT NEW PALTZ,355,2,coed
2019,central,Quarterfinal,2,3,Pointercounts,SUNY COLLEGE AT POTSDAM,340,0,male
2019,central,Quarterfinal,2,1,Pitches,SUNY COLLEGE AT POTSDAM,398,3,coed
2019,central,Quarterfinal,2,2,A Sharp Arrangement,SUNY COLLEGE AT POTSDAM,344,0,female
2018,central,Quarterfinal,1,1,Pointercounts,SUNY COLLEGE AT POTSDAM,393,0,male
2018,central,Semifinal,1,1,Pitches,SUNY COLLEGE AT POTSDAM,408,1,coed
2018,central,Quarterfinal,3,1,Pitches,SUNY COLLEGE AT POTSDAM,380,2,coed
2017,central,Quarterfinal,4,3,Pointercounts,SUNY COLLEGE AT POTSDAM,331,1,male
2017,central,Semifinal,1,3,Pitches,SUNY COLLEGE AT POTSDAM,301,0,coed
2017,central,Quarterfinal,4,1,Pitches,SUNY COLLEGE AT POTSDAM,382,2,coed
2016,northeast,Quarterfinal,4,2,Pointercounts,SUNY COLLEGE AT POTSDAM,347,1,male
2015,northeast,Quarterfinal,4,1,Pointercounts,SUNY COLLEGE AT POTSDAM,399,2,male
2015,northeast,Quarterfinal,4,3,Pitches,SUNY COLLEGE AT POTSDAM,313,0,coed
2014,northeast,Quarterfinal,1,2,Pointercounts,SUNY COLLEGE AT POTSDAM,344,1,male
2014,northeast,Quarterfinal,1,3,A Sharp Arrangement,SUNY COLLEGE AT POTSDAM,328,1,female
2013,northeast,Quarterfinal,1,3,Pointercounts,SUNY COLLEGE AT POTSDAM,321,1,male
2011,mid-atlantic,Quarterfinal,1,1,Pointercounts,SUNY COLLEGE AT POTSDAM,430,1,male
2011,mid-atlantic,Semifinal,1,3,Pitches,SUNY COLLEGE AT POTSDAM,308,0,coed
2011,mid-atlantic,Quarterfinal,2,1,Pitches,SUNY COLLEGE AT POTSDAM,355,0,coed
2011,mid-atlantic,Quarterfinal,4,3,A Sharp Arrangement,SUNY COLLEGE AT POTSDAM,393,0,female
2010,mid-atlantic,Quarterfinal,2,1,Pointercounts,SUNY COLLEGE AT POTSDAM,388,2,male
2009,mid-atlantic,Semifinal,1,3,Pointercounts,SUNY COLLEGE AT POTSDAM,334,0,male
2009,mid-atlantic,Quarterfinal,2,1,Pointercounts,SUNY COLLEGE AT POTSDAM,420,2,male
2007,northeast,Quarterfinal,3,3,A Sharp Arrangement,SUNY COLLEGE AT POTSDAM,322,1,female
2006,northeast,Semifinal,1,3,Pointercounts,SUNY COLLEGE AT POTSDAM,323,1,male
2006,northeast,Quarterfinal,2,1,Pointercounts,SUNY COLLEGE AT POTSDAM,424,2,male
2017,northeast,Quarterfinal,5,3,Choral Pleasure,SUNY AT PURCHASE COLLEGE,293,1,coed
2015,northeast,Quarterfinal,4,2,Choral Pleasure,SUNY AT PURCHASE COLLEGE,329,0,coed
2014,northeast,Semifinal,1,3,Choral Pleasure,SUNY AT PURCHASE COLLEGE,302,0,coed
2014,northeast,Quarterfinal,2,2,Choral Pleasure,SUNY AT PURCHASE COLLEGE,317,2,coed
2012,northeast,Quarterfinal,4,3,High C's,STONY BROOK UNIVERSITY,NA,0,male
2014,mid-atlantic,Quarterfinal,5,3,Otto Tunes,SYRACUSE UNIVERSITY,318,0,male
2013,mid-atlantic,Quarterfinal,4,3,Otto Tunes,SYRACUSE UNIVERSITY,315,0,male
2012,mid-atlantic,Quarterfinal,1,3,Main Squeeze,SYRACUSE UNIVERSITY,311,1,female
2012,mid-atlantic,Quarterfinal,1,2,Groovestand,SYRACUSE UNIVERSITY,357,1,coed
2011,mid-atlantic,Quarterfinal,3,1,Groovestand,SYRACUSE UNIVERSITY,402,1,coed
2010,mid-atlantic,Quarterfinal,4,3,Mandarins,SYRACUSE UNIVERSITY,301,0,female
2007,mid-atlantic,Quarterfinal,1,1,Orange Appeal,SYRACUSE UNIVERSITY,383,1,male
2007,mid-atlantic,Quarterfinal,1,2,Groovestand,SYRACUSE UNIVERSITY,381,2,coed
2006,mid-atlantic,Quarterfinal,3,1,Orange Appeal,SYRACUSE UNIVERSITY,414,2,male
2019,mid-atlantic,Quarterfinal,5,1,OwlCappella,TEMPLE UNIVERSITY,383,1,coed
2019,mid-atlantic,Quarterfinal,5,2,LiaChorus,TEMPLE UNIVERSITY,301,1,coed
2018,mid-atlantic,Semifinal,1,1,OwlCappella,TEMPLE UNIVERSITY,408,3,coed
2018,mid-atlantic,Quarterfinal,3,2,OwlCappella,TEMPLE UNIVERSITY,375,1,coed
2019,southwest,Semifinal,1,1,HardChord DynaMix,TEXAS A & M UNIVERSITY-COLLEGE STATION,382,1,coed
2019,southwest,Quarterfinal,5,2,HardChord DynaMix,TEXAS A & M UNIVERSITY-COLLEGE STATION,419,1,coed
2018,southwest,Quarterfinal,4,3,HardChord DynaMix,TEXAS A & M UNIVERSITY-COLLEGE STATION,378,1,coed
2017,southwest,Semifinal,1,2,HardChord DynaMix,TEXAS A & M UNIVERSITY-COLLEGE STATION,351,1,coed
2017,southwest,Quarterfinal,1,2,HardChord DynaMix,TEXAS A & M UNIVERSITY-COLLEGE STATION,388,2,coed
2016,southwest,Quarterfinal,2,1,HardChord DynaMix,TEXAS A & M UNIVERSITY-COLLEGE STATION,426,1,coed
2017,southwest,Quarterfinal,5,2,License to Trill,TEXAS CHRISTIAN UNIVERSITY,398,1,coed
2017,southwest,Quarterfinal,5,1,Horned Tones,TEXAS CHRISTIAN UNIVERSITY,428,2,male
2019,mid-atlantic,Semifinal,1,1,Trills,TOWSON UNIVERSITY,378,1,coed
2019,mid-atlantic,Quarterfinal,3,1,Trills,TOWSON UNIVERSITY,421,3,coed
2018,mid-atlantic,Quarterfinal,3,1,Trills,TOWSON UNIVERSITY,408,3,coed
2017,mid-atlantic,Semifinal,1,1,Trills,TOWSON UNIVERSITY,393,2,coed
2017,mid-atlantic,Quarterfinal,5,2,Trills,TOWSON UNIVERSITY,394,0,coed
2017,midwest,Quarterfinal,1,1,True Men,TRUMAN STATE UNIVERSITY,338,0,male
2012,midwest,Quarterfinal,4,3,Sweet Nothings,TRUMAN STATE UNIVERSITY,317,0,coed
2011,midwest,Quarterfinal,1,3,True Men,TRUMAN STATE UNIVERSITY,331,2,male
2009,midwest,Quarterfinal,3,2,True Men,TRUMAN STATE UNIVERSITY,360,0,male
2008,northeast,Quarterfinal,1,2,sQ!,TUFTS UNIVERSITY,374,0,coed
2007,new england,Quarterfinal,3,2,sQ!,TUFTS UNIVERSITY,314,1,coed
2016,midwest,Quarterfinal,2,2,In The Stairwell,UNITED STATES AIR FORCE ACADEMY,364,1,male
2017,south,Quarterfinal,4,2,Noteworthy,UNIVERITY OF GEORGIA,300,0,female
2017,central,Quarterfinal,1,3,Enchords,UNIVERSITY AT BUFFALO,305,0,coed
2017,united kingdom,Quarterfinal,3,3,Aberpella,UNIVERSITY OF ABERDEEN,329,0,coed
2016,central,Quarterfinal,2,2,Rhythm and Roos,UNIVERSITY OF AKRON MAIN CAMPUS,346,1,coed
2019,southwest,Quarterfinal,1,1,Noteriety,UNIVERSITY OF ARIZONA,421,3,coed
2019,southwest,Semifinal,1,3,Amplified,UNIVERSITY OF ARIZONA,343,1,coed
2019,southwest,Quarterfinal,1,2,Amplified,UNIVERSITY OF ARIZONA,369,1,coed
2018,southwest,Quarterfinal,3,3,Noteriety,UNIVERSITY OF ARIZONA,353,0,coed
2017,southwest,Quarterfinal,2,3,Amplified,UNIVERSITY OF ARIZONA,344,1,coed
2016,southwest,Quarterfinal,3,3,Amplified,UNIVERSITY OF ARIZONA,336,1,coed
2015,west,Quarterfinal,5,1,CatCall,UNIVERSITY OF ARIZONA,375,1,male
2013,west,Quarterfinal,2,3,CatCall ,UNIVERSITY OF ARIZONA,336,0,male
2012,west,Quarterfinal,4,2,CatCall ,UNIVERSITY OF ARIZONA,322,1,male
2006,west,Quarterfinal,3,3,Vocal Ease,UNIVERSITY OF ARIZONA,301,0,female
2019,united kingdom,Semifinal,1,1,Aquapella,UNIVERSITY OF BATH,413,0,coed
2019,united kingdom,Quarterfinal,2,1,Aquapella,UNIVERSITY OF BATH,408,1,coed
2017,united kingdom,Semifinal,1,1,Aquapella,UNIVERSITY OF BATH,359,1,coed
2017,united kingdom,Quarterfinal,2,3,Aquapella,UNIVERSITY OF BATH,369,1,coed
2016,united kingdom,Semifinal,1,3,Aquapella,UNIVERSITY OF BATH,345,1,coed
2016,united kingdom,Quarterfinal,2,2,Aquapella,UNIVERSITY OF BATH,333,1,coed
2019,united kingdom,Semifinal,1,2,Suspensions,UNIVERSITY OF BRISTOL,412,2,coed
2019,united kingdom,Quarterfinal,3,1,Suspensions,UNIVERSITY OF BRISTOL,402,0,coed
2019,united kingdom,Quarterfinal,2,2,Pitch Fight,UNIVERSITY OF BRISTOL,367,1,female
2019,united kingdom,Quarterfinal,3,3,Academy,UNIVERSITY OF BRISTOL,333,1,male
2018,wildcard,Wildcard,1,3,Suspensions,UNIVERSITY OF BRISTOL,317,0,coed
2018,united kingdom,Semifinal,1,2,Suspensions,UNIVERSITY OF BRISTOL,413,2,coed
2018,united kingdom,Quarterfinal,2,1,Suspensions,UNIVERSITY OF BRISTOL,433,2,coed
2018,united kingdom,Quarterfinal,2,2,Pitch Fight,UNIVERSITY OF BRISTOL,340,2,female
2018,united kingdom,Quarterfinal,2,3,Academy,UNIVERSITY OF BRISTOL,288,0,male
2017,united kingdom,Semifinal,1,3,Suspensions,UNIVERSITY OF BRISTOL,329,0,coed
2017,united kingdom,Quarterfinal,2,1,Suspensions,UNIVERSITY OF BRISTOL,409,1,coed
2016,united kingdom,Quarterfinal,2,3,Suspensions,UNIVERSITY OF BRISTOL,310,1,coed
2019,west,Quarterfinal,4,2,Eh? Cappella,UNIVERSITY OF BRITISH COLUMBIA,378,0,coed
2018,west,Quarterfinal,3,1,Eh? Cappella,UNIVERSITY OF BRITISH COLUMBIA,389,1,coed
2018,west,Quarterfinal,3,3,Trebled Acaholics,UNIVERSITY OF BRITISH COLUMBIA-OKANAGAN,333,1,coed
2019,west,Quarterfinal,5,3,Men’s Octet,UNIVERSITY OF CALIFORNIA-BERKELEY,305,0,male
2019,west,Quarterfinal,5,2,Dil Se,UNIVERSITY OF CALIFORNIA-BERKELEY,351,2,coed
2019,west,Quarterfinal,3,3,Artists in Resonance,UNIVERSITY OF CALIFORNIA-BERKELEY,293,1,coed
2018,west,Quarterfinal,4,1,Men’s Octet,UNIVERSITY OF CALIFORNIA-BERKELEY,357,0,male
2012,west,Quarterfinal,3,3,Dil Se,UNIVERSITY OF CALIFORNIA-BERKELEY,338,1,coed
2012,west,Quarterfinal,3,1,Decadence,UNIVERSITY OF CALIFORNIA-BERKELEY,430,2,coed
2010,west,Quarterfinal,3,2,Men’s Octet,UNIVERSITY OF CALIFORNIA-BERKELEY,373,1,male
2009,west,Quarterfinal,4,1,Golden Overtones,UNIVERSITY OF CALIFORNIA-BERKELEY,404,1,female
2009,west,Quarterfinal,4,3,Artists in Resonance,UNIVERSITY OF CALIFORNIA-BERKELEY,336,0,coed
2008,west,Quarterfinal,2,1,Golden Overtones,UNIVERSITY OF CALIFORNIA-BERKELEY,364,1,female
2007,west,Quarterfinal,3,3,Golden Overtones,UNIVERSITY OF CALIFORNIA-BERKELEY,308,0,female
2006,west,Quarterfinal,4,3,Noteworthy,UNIVERSITY OF CALIFORNIA-BERKELEY,247,0,male
2006,west,Quarterfinal,2,1,Men’s Octet,UNIVERSITY OF CALIFORNIA-BERKELEY,412,1,male
2006,west,Quarterfinal,4,2,Artists in Resonance,UNIVERSITY OF CALIFORNIA-BERKELEY,305,0,coed
2019,west,Quarterfinal,5,1,Lounge Lizards,UNIVERSITY OF CALIFORNIA-DAVIS,409,2,coed
2019,west,Quarterfinal,3,2,Afterglow,UNIVERSITY OF CALIFORNIA-DAVIS,309,0,male
2018,west,Quarterfinal,4,2,Liquid Hotplates,UNIVERSITY OF CALIFORNIA-DAVIS,350,1,coed
2017,northwest,Quarterfinal,4,1,Liquid Hotplates,UNIVERSITY OF CALIFORNIA-DAVIS,432,1,coed
2016,northwest,Quarterfinal,2,2,Spokes,UNIVERSITY OF CALIFORNIA-DAVIS,368,1,female
2019,southwest,Quarterfinal,4,2,Uniting Voices,UNIVERSITY OF CALIFORNIA-IRVINE,397,1,coed
2009,west,Quarterfinal,2,1,Circle of Fifths,UNIVERSITY OF CALIFORNIA-IRVINE,381,2,male
2019,final,Final,1,3,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,352,0,coed
2019,west,Semifinal,1,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,411,2,coed
2019,west,Quarterfinal,2,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,410,1,coed
2019,west,Quarterfinal,2,1,Bruin Harmony,UNIVERSITY OF CALIFORNIA-LOS ANGELES,413,1,male
2018,west,Quarterfinal,5,1,Resonance,UNIVERSITY OF CALIFORNIA-LOS ANGELES,419,1,coed
2017,southwest,Semifinal,1,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,436,1,coed
2017,southwest,Quarterfinal,4,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,432,1,coed
2017,final,Final,1,3,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,357,0,coed
2017,southwest,Semifinal,1,3,Resonance,UNIVERSITY OF CALIFORNIA-LOS ANGELES,348,1,coed
2017,southwest,Quarterfinal,4,2,Resonance,UNIVERSITY OF CALIFORNIA-LOS ANGELES,367,1,coed
2015,west,Semifinal,1,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,372,0,coed
2015,west,Quarterfinal,2,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,349,1,coed
2014,west,Semifinal,1,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,427,2,coed
2014,west,Quarterfinal,4,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,424,2,coed
2014,final,Final,1,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,383,0,coed
2013,west,Semifinal,1,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,437,1,coed
2013,west,Quarterfinal,4,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,412,2,coed
2013,final,Final,1,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,366,1,coed
2013,west,Quarterfinal,5,1,Medleys A Cappella,UNIVERSITY OF CALIFORNIA-LOS ANGELES,376,2,coed
2012,west,Semifinal,1,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,401,2,coed
2012,west,Quarterfinal,3,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,357,1,coed
2012,final,Final,1,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,387,1,coed
2011,west,Semifinal,1,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,394,0,coed
2011,west,Quarterfinal,4,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,412,2,coed
2010,west,Semifinal,1,3,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,318,0,coed
2010,west,Quarterfinal,2,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,400,1,coed
2008,west,Semifinal,1,3,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,357,1,coed
2008,west,Quarterfinal,4,2,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,340,2,coed
2007,west,Quarterfinal,1,1,ScatterTones,UNIVERSITY OF CALIFORNIA-LOS ANGELES,431,3,coed
2018,west,Quarterfinal,2,3,Not So Sharp,UNIVERSITY OF CALIFORNIA-RIVERSIDE,292,0,coed
2015,west,Quarterfinal,5,2,Tritones,UNIVERSITY OF CALIFORNIA-SAN DIEGO,369,1,coed
2015,west,Quarterfinal,2,3,Beat,UNIVERSITY OF CALIFORNIA-SAN DIEGO,291,1,coed
2014,west,Quarterfinal,1,3,Daughters of Triton,UNIVERSITY OF CALIFORNIA-SAN DIEGO,343,0,female
2014,west,Quarterfinal,1,1,Beat,UNIVERSITY OF CALIFORNIA-SAN DIEGO,381,2,coed
2013,west,Quarterfinal,5,2,Tritones,UNIVERSITY OF CALIFORNIA-SAN DIEGO,357,0,coed
2011,west,Quarterfinal,3,3,Tritones,UNIVERSITY OF CALIFORNIA-SAN DIEGO,316,0,coed
2010,west,Quarterfinal,3,1,Tritones,UNIVERSITY OF CALIFORNIA-SAN DIEGO,442,2,coed
2009,west,Quarterfinal,2,3,Tritones,UNIVERSITY OF CALIFORNIA-SAN DIEGO,354,0,coed
2008,west,Quarterfinal,1,3,Tritones,UNIVERSITY OF CALIFORNIA-SAN DIEGO,347,1,coed
2017,southwest,Quarterfinal,4,3,Naked Voices,UNIVERSITY OF CALIFORNIA-SANTA BARBARA,359,1,coed
2009,west,Semifinal,1,3,Naked Voices,UNIVERSITY OF CALIFORNIA-SANTA BARBARA,308,0,coed
2009,west,Quarterfinal,4,2,Naked Voices,UNIVERSITY OF CALIFORNIA-SANTA BARBARA,360,1,coed
2007,west,Quarterfinal,4,2,Naked Voices,UNIVERSITY OF CALIFORNIA-SANTA BARBARA,392,3,coed
2017,northwest,Quarterfinal,4,3,Acquire,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,316,0,coed
2016,northwest,Quarterfinal,2,1,Hightones,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,396,2,female
2016,northwest,Quarterfinal,2,3,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,366,0,coed
2015,west,Semifinal,1,3,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,341,0,coed
2015,west,Quarterfinal,4,2,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,349,0,coed
2014,west,Quarterfinal,4,3,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,349,1,coed
2013,west,Quarterfinal,5,3,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,306,0,coed
2011,west,Quarterfinal,2,3,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,314,1,coed
2010,west,Quarterfinal,3,3,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,317,0,coed
2008,west,Quarterfinal,2,3,Cloud 9,UNIVERSITY OF CALIFORNIA-SANTA CRUZ,296,2,coed
2017,united kingdom,Quarterfinal,1,2,Cadenza,CAMBRIDGE UNIVERSITY,339,0,coed
2019,south,Quarterfinal,5,3,Mixed Mode,UNIVERSITY OF CENTRAL FLORIDA,319,1,coed
2019,wildcard,Wildcard,1,3,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,340,0,coed
2019,south,Semifinal,1,3,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,320,0,coed
2019,south,Quarterfinal,5,1,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,422,3,coed
2018,south,Quarterfinal,5,3,So Noted,UNIVERSITY OF CENTRAL FLORIDA,333,1,coed
2018,south,Semifinal,1,3,Mixed Mode,UNIVERSITY OF CENTRAL FLORIDA,300,0,coed
2018,south,Quarterfinal,5,1,Mixed Mode,UNIVERSITY OF CENTRAL FLORIDA,410,2,coed
2018,south,Quarterfinal,5,2,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,377,2,coed
2017,south,Quarterfinal,5,3,Voicebox,UNIVERSITY OF CENTRAL FLORIDA,361,1,coed
2017,south,Quarterfinal,2,3,Mixed Mode,UNIVERSITY OF CENTRAL FLORIDA,377,1,coed
2017,south,Quarterfinal,2,1,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,424,2,coed
2016,south,Semifinal,1,1,Voicebox,UNIVERSITY OF CENTRAL FLORIDA,390,2,coed
2016,south,Quarterfinal,2,2,Voicebox,UNIVERSITY OF CENTRAL FLORIDA,380,1,coed
2016,south,Semifinal,1,2,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,376,1,coed
2016,south,Quarterfinal,2,1,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,427,2,coed
2015,south,Quarterfinal,1,1,Voicebox,UNIVERSITY OF CENTRAL FLORIDA,435,3,coed
2015,south,Quarterfinal,1,3,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,281,0,coed
2014,south,Quarterfinal,3,3,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,308,0,coed
2013,south,Quarterfinal,1,2,Gemini Blvd,UNIVERSITY OF CENTRAL FLORIDA,399,2,coed
2008,south,Quarterfinal,2,3,Crescendudes,UNIVERSITY OF CENTRAL FLORIDA,320,1,male
2019,great lakes,Quarterfinal,1,2,Ransom Notes,UNIVERSITY OF CHICAGO,353,1,coed
2018,final,Final,1,3,Voices In Your Head,UNIVERSITY OF CHICAGO,311,0,coed
2018,great lakes,Semifinal,1,1,Voices In Your Head,UNIVERSITY OF CHICAGO,393,1,coed
2018,great lakes,Quarterfinal,1,1,Voices in Your Head,UNIVERSITY OF CHICAGO,378,1,coed
2017,great lakes,Semifinal,1,1,Voices In Your Head,UNIVERSITY OF CHICAGO,401,1,coed
2017,great lakes,Quarterfinal,3,1,Voices in Your Head,UNIVERSITY OF CHICAGO,418,0,coed
2017,final,Final,1,2,Voices in Your Head,UNIVERSITY OF CHICAGO,384,1,coed
2016,great lakes,Quarterfinal,1,3,Ransom Notes,UNIVERSITY OF CHICAGO,326,0,coed
2015,midwest,Semifinal,1,1,Voices in Your Head,UNIVERSITY OF CHICAGO,410,2,coed
2015,midwest,Quarterfinal,3,1,Voices in Your Head,UNIVERSITY OF CHICAGO,426,3,coed
2015,final,Final,1,2,Voices in Your Head,UNIVERSITY OF CHICAGO,394,1,coed
2014,midwest,Quarterfinal,5,2,Voices in Your Head,UNIVERSITY OF CHICAGO,355,2,coed
2014,midwest,Quarterfinal,4,2,Run For Cover,UNIVERSITY OF CHICAGO,401,2,male
2013,midwest,Quarterfinal,4,3,Ransom Notes,UNIVERSITY OF CHICAGO,295,1,coed
2012,midwest,Semifinal,1,1,Voices In Your Head,UNIVERSITY OF CHICAGO,456,2,coed
2012,midwest,Quarterfinal,2,1,Voices in Your Head,UNIVERSITY OF CHICAGO,427,2,coed
2011,midwest,Quarterfinal,4,3,Voices In Your Head,UNIVERSITY OF CHICAGO,342,1,coed
2019,midwest,Quarterfinal,5,2,UC Vocalholics,UNIVERSITY OF CINCINNATI-MAIN CAMPUS,359,2,coed
2017,northwest,Quarterfinal,2,3,In The Buff,UNIVERSITY OF COLORADO-BOULDER,318,1,male
2011,west,Quarterfinal,2,2,UCD 6,UNIVERSITY OF COLORADO DENVER/ANSCHUTZ MEDICAL CAMPUS,320,0,coed
2019,northeast,Quarterfinal,4,2,A Minor,UNIVERSITY OF CONNECTICUT,364,1,coed
2017,northeast,Quarterfinal,5,1,A Minor,UNIVERSITY OF CONNECTICUT,358,3,coed
2010,northeast,Quarterfinal,2,1,Extreme Measure,UNIVERSITY OF CONNECTICUT,389,0,coed
2008,northeast,Quarterfinal,3,3,Extreme Measure,UNIVERSITY OF CONNECTICUT,300,1,coed
2007,northeast,Quarterfinal,2,3,A Completely Different Note,UNIVERSITY OF CONNECTICUT,350,1,male
2019,midwest,Quarterfinal,5,1,Remedy,UNIVERSITY OF DAYTON,399,1,coed
2018,midwest,Quarterfinal,5,3,Remedy,UNIVERSITY OF DAYTON,308,1,coed
2017,midwest,Quarterfinal,5,3,Remedy,UNIVERSITY OF DAYTON,336,1,coed
2016,midwest,Quarterfinal,4,1,Remedy,UNIVERSITY OF DAYTON,425,1,coed
2015,great lakes,Quarterfinal,4,2,Remedy,UNIVERSITY OF DAYTON,393,1,coed
2018,mid-atlantic,Semifinal,1,3,Vocal Point,UNIVERSITY OF DELAWARE,330,0,coed
2018,mid-atlantic,Quarterfinal,4,1,Vocal Point,UNIVERSITY OF DELAWARE,416,1,coed
2017,mid-atlantic,Semifinal,1,2,Vocal Point,UNIVERSITY OF DELAWARE,382,0,coed
2017,mid-atlantic,Quarterfinal,5,1,Vocal Point,UNIVERSITY OF DELAWARE,405,1,coed
2017,mid-atlantic,Quarterfinal,3,3,The YChromes,UNIVERSITY OF DELAWARE,334,0,male
2016,mid-atlantic,Quarterfinal,4,2,Vocal Point,UNIVERSITY OF DELAWARE,361,0,coed
2016,mid-atlantic,Quarterfinal,2,1,MelUDees,UNIVERSITY OF DELAWARE,398,2,coed
2015,wildcard,Wildcard,1,2,Vocal Point,UNIVERSITY OF DELAWARE,338,0,coed
2015,mid-atlantic,Semifinal,1,2,Vocal Point,UNIVERSITY OF DELAWARE,323,0,coed
2015,mid-atlantic,Quarterfinal,5,2,Vocal Point,UNIVERSITY OF DELAWARE,422,0,coed
2014,south,Semifinal,1,1,Vocal Point,UNIVERSITY OF DELAWARE,398,1,coed
2014,south,Quarterfinal,5,1,Vocal Point,UNIVERSITY OF DELAWARE,439,2,coed
2014,final,Final,1,3,Vocal Point,UNIVERSITY OF DELAWARE,379,1,coed
2013,mid-atlantic,Quarterfinal,3,1,Vocal Point,UNIVERSITY OF DELAWARE,397,1,coed
2012,south,Quarterfinal,4,3,Vocal Point,UNIVERSITY OF DELAWARE,279,0,coed
